Fecha;Producto;Cantidad;Precio Unitario;Vendedor;Residencia;Ruta;Edad;Años_Experiencia;Horas_en_venta
15/2/2018;Producto 0014;55;1522;Vendedor 002;San José;Limón;38;11;2,783333333
15/2/2018;Producto 0006;153;2730;Vendedor 002;Guanacaste;Limón;58;31;1,633333333
15/2/2018;Producto 0002;126;4680;Vendedor 001;Heredia;Alajuela;32;3;6,916666667
15/2/2018;Producto 0008;25;4429;Vendedor 004;Limón;Limón;49;17;2,483333333
15/2/2018;Producto 0014;5;1522;Vendedor 002;Limón;Puntarenas;40;14;5,95
15/2/2018;Producto 0010;116;3359;Vendedor 001;Puntarenas;Heredia;22;3;2,333333333
15/2/2018;Producto 0003;178;2286;Vendedor 003;Limón;Limón;56;28;2,183333333
15/2/2018;Producto 0012;29;3014;Vendedor 001;Heredia;Puntarenas;61;25;0,833333333
15/2/2018;Producto 0006;176;2730;Vendedor 004;Cartago;San José;54;14;5,1
15/2/2018;Producto 0001;122;1306;Vendedor 005;Puntarenas;Cartago;35;5;3,166666667
15/2/2018;Producto 0014;30;1522;Vendedor 004;Limón;Heredia;38;7;0,75
15/2/2018;Producto 0001;131;1306;Vendedor 002;Limón;Puntarenas;59;35;5,2
15/2/2018;Producto 0017;236;3438;Vendedor 002;San José;Guanacaste;37;1;4,833333333
15/2/2018;Producto 0004;188;4077;Vendedor 004;Puntarenas;Cartago;34;14;2,333333333
15/2/2018;Producto 0020;156;2235;Vendedor 004;Alajuela;Cartago;31;7;6,083333333
15/2/2018;Producto 0014;193;1522;Vendedor 002;Puntarenas;Limón;41;22;6,25
15/2/2018;Producto 0003;4;2286;Vendedor 002;Guanacaste;Guanacaste;52;24;4,383333333
15/2/2018;Producto 0016;51;2976;Vendedor 005;Puntarenas;Limón;29;7;4,8
16/2/2018;Producto 0004;176;4077;Vendedor 001;Puntarenas;Heredia;42;11;2,483333333
16/2/2018;Producto 0001;139;1306;Vendedor 004;Heredia;Alajuela;57;36;5,35
16/2/2018;Producto 0012;39;3014;Vendedor 005;Cartago;Guanacaste;44;12;5,533333333
16/2/2018;Producto 0020;24;2235;Vendedor 005;Heredia;Heredia;55;24;3,5
16/2/2018;Producto 0010;64;3359;Vendedor 005;Guanacaste;Puntarenas;65;36;3,433333333
16/2/2018;Producto 0009;133;1531;Vendedor 002;San José;San José;48;13;1,966666667
16/2/2018;Producto 0020;35;2235;Vendedor 005;Heredia;Puntarenas;38;13;0,733333333
16/2/2018;Producto 0018;225;2444;Vendedor 004;Heredia;Alajuela;55;16;5,066666667
16/2/2018;Producto 0020;5;2235;Vendedor 004;Alajuela;Cartago;52;28;4,3
16/2/2018;Producto 0011;108;3446;Vendedor 005;Cartago;Guanacaste;61;28;5,233333333
16/2/2018;Producto 0007;151;3299;Vendedor 003;Heredia;Cartago;68;30;3,533333333
16/2/2018;Producto 0003;97;2286;Vendedor 002;Puntarenas;Alajuela;62;36;6,733333333
16/2/2018;Producto 0003;183;2286;Vendedor 002;Cartago;Heredia;36;3;1,866666667
16/2/2018;Producto 0005;23;4691;Vendedor 005;San José;San José;42;9;5,066666667
16/2/2018;Producto 0002;130;4680;Vendedor 004;Cartago;Guanacaste;53;28;5,216666667
16/2/2018;Producto 0018;151;2444;Vendedor 003;Guanacaste;Guanacaste;38;12;4,05
16/2/2018;Producto 0011;99;3446;Vendedor 001;Cartago;Puntarenas;39;3;3,4
16/2/2018;Producto 0012;222;3014;Vendedor 003;Puntarenas;San José;64;35;6,416666667
16/2/2018;Producto 0005;130;4691;Vendedor 002;Alajuela;Cartago;27;6;4,35
16/2/2018;Producto 0010;101;3359;Vendedor 002;Limón;Puntarenas;49;26;5,466666667
16/2/2018;Producto 0019;190;4584;Vendedor 004;San José;Guanacaste;56;27;2,983333333
16/2/2018;Producto 0004;27;4077;Vendedor 005;San José;Guanacaste;76;37;6,466666667
16/2/2018;Producto 0016;109;2976;Vendedor 004;Cartago;Limón;27;1;6,583333333
16/2/2018;Producto 0008;151;4429;Vendedor 002;Cartago;San José;31;5;5,466666667
16/2/2018;Producto 0006;166;2730;Vendedor 003;Alajuela;Puntarenas;42;23;3,933333333
16/2/2018;Producto 0012;121;3014;Vendedor 001;Limón;Alajuela;67;28;4,6
16/2/2018;Producto 0004;244;4077;Vendedor 005;Puntarenas;Alajuela;74;35;6,866666667
16/2/2018;Producto 0003;44;2286;Vendedor 002;Puntarenas;Cartago;42;19;2,483333333
16/2/2018;Producto 0008;109;4429;Vendedor 002;Puntarenas;Heredia;47;7;4,416666667
16/2/2018;Producto 0012;37;3014;Vendedor 001;San José;San José;40;4;4,316666667
16/2/2018;Producto 0006;165;2730;Vendedor 004;Cartago;San José;67;31;6,133333333
16/2/2018;Producto 0011;125;3446;Vendedor 001;San José;Heredia;61;26;1,566666667
16/2/2018;Producto 0005;129;4691;Vendedor 001;Puntarenas;San José;47;13;6,183333333
16/2/2018;Producto 0003;7;2286;Vendedor 003;San José;Limón;47;11;1,866666667
16/2/2018;Producto 0018;130;2444;Vendedor 002;Heredia;Guanacaste;41;12;5,366666667
16/2/2018;Producto 0020;110;2235;Vendedor 004;Puntarenas;Alajuela;34;4;3,833333333
16/2/2018;Producto 0016;136;2976;Vendedor 004;Cartago;Cartago;72;38;4,35
16/2/2018;Producto 0012;243;3014;Vendedor 005;Alajuela;Guanacaste;70;29;2,416666667
16/2/2018;Producto 0018;201;2444;Vendedor 001;Heredia;Puntarenas;33;13;5,316666667
16/2/2018;Producto 0019;76;4584;Vendedor 001;Cartago;Puntarenas;54;25;6,816666667
16/2/2018;Producto 0019;133;4584;Vendedor 001;Guanacaste;Puntarenas;35;9;1,566666667
16/2/2018;Producto 0011;207;3446;Vendedor 004;Alajuela;Cartago;58;27;1,8
16/2/2018;Producto 0008;79;4429;Vendedor 004;Cartago;Heredia;54;22;1,9
16/2/2018;Producto 0010;140;3359;Vendedor 005;Puntarenas;Limón;69;30;3,55
16/2/2018;Producto 0002;25;4680;Vendedor 002;San José;Limón;42;5;5,066666667
16/2/2018;Producto 0005;31;4691;Vendedor 003;Puntarenas;Cartago;47;28;6,75
16/2/2018;Producto 0010;196;3359;Vendedor 002;Guanacaste;Guanacaste;44;11;5,133333333
16/2/2018;Producto 0005;178;4691;Vendedor 001;Alajuela;San José;34;13;0,583333333
16/2/2018;Producto 0011;114;3446;Vendedor 002;Alajuela;Puntarenas;42;19;4,983333333
16/2/2018;Producto 0020;242;2235;Vendedor 004;Limón;Guanacaste;41;9;3,166666667
17/2/2018;Producto 0019;37;4584;Vendedor 002;Puntarenas;Limón;50;28;3,15
17/2/2018;Producto 0005;151;4691;Vendedor 004;Alajuela;Cartago;47;7;0,383333333
17/2/2018;Producto 0017;13;3438;Vendedor 004;Puntarenas;Limón;69;35;0,35
17/2/2018;Producto 0003;226;2286;Vendedor 003;Guanacaste;Limón;61;26;4,183333333
17/2/2018;Producto 0012;221;3014;Vendedor 003;Guanacaste;Guanacaste;38;1;4,516666667
17/2/2018;Producto 0005;163;4691;Vendedor 002;Puntarenas;Cartago;63;22;6,333333333
17/2/2018;Producto 0003;36;2286;Vendedor 004;Limón;Limón;66;26;3,016666667
17/2/2018;Producto 0018;55;2444;Vendedor 002;San José;Cartago;40;21;5,4
17/2/2018;Producto 0010;42;3359;Vendedor 003;Cartago;Heredia;66;30;6,033333333
17/2/2018;Producto 0007;12;3299;Vendedor 003;Alajuela;Guanacaste;44;5;5,983333333
17/2/2018;Producto 0020;35;2235;Vendedor 002;Guanacaste;Guanacaste;61;21;2,466666667
17/2/2018;Producto 0017;94;3438;Vendedor 005;Puntarenas;Limón;57;23;3,933333333
17/2/2018;Producto 0008;158;4429;Vendedor 001;Alajuela;San José;61;25;3,966666667
17/2/2018;Producto 0001;46;1306;Vendedor 004;Heredia;Cartago;63;27;5,216666667
17/2/2018;Producto 0010;56;3359;Vendedor 005;Limón;San José;73;33;2,066666667
17/2/2018;Producto 0017;97;3438;Vendedor 005;Heredia;Puntarenas;59;32;2,7
17/2/2018;Producto 0010;58;3359;Vendedor 001;Cartago;Guanacaste;47;6;5
17/2/2018;Producto 0014;60;1522;Vendedor 002;Alajuela;Heredia;36;14;3,966666667
17/2/2018;Producto 0019;66;4584;Vendedor 001;Puntarenas;Alajuela;72;37;1,783333333
17/2/2018;Producto 0015;137;2950;Vendedor 002;Cartago;Alajuela;47;28;0,95
17/2/2018;Producto 0008;181;4429;Vendedor 003;Cartago;Heredia;50;27;5,333333333
17/2/2018;Producto 0012;41;3014;Vendedor 004;San José;Puntarenas;62;35;6,05
17/2/2018;Producto 0015;38;2950;Vendedor 001;Heredia;Cartago;46;26;1,2
17/2/2018;Producto 0003;60;2286;Vendedor 005;Heredia;Heredia;45;7;3,233333333
17/2/2018;Producto 0015;4;2950;Vendedor 002;Puntarenas;Heredia;54;36;1,9
17/2/2018;Producto 0020;168;2235;Vendedor 002;Alajuela;Guanacaste;51;24;1,333333333
17/2/2018;Producto 0009;67;1531;Vendedor 005;Cartago;Limón;43;2;1,25
17/2/2018;Producto 0011;50;3446;Vendedor 005;Puntarenas;Puntarenas;51;20;2,166666667
17/2/2018;Producto 0004;107;4077;Vendedor 003;Guanacaste;Heredia;44;9;2,533333333
17/2/2018;Producto 0017;117;3438;Vendedor 005;Cartago;Puntarenas;59;37;6,583333333
17/2/2018;Producto 0008;200;4429;Vendedor 003;Guanacaste;Alajuela;45;21;6,55
17/2/2018;Producto 0012;169;3014;Vendedor 004;Guanacaste;Limón;44;4;2,433333333
17/2/2018;Producto 0018;14;2444;Vendedor 001;Cartago;Guanacaste;47;25;3,033333333
17/2/2018;Producto 0010;84;3359;Vendedor 004;Heredia;Limón;20;1;2,8
17/2/2018;Producto 0015;135;2950;Vendedor 002;Alajuela;Puntarenas;26;2;6,416666667
17/2/2018;Producto 0014;241;1522;Vendedor 001;San José;Puntarenas;47;6;5,416666667
17/2/2018;Producto 0006;208;2730;Vendedor 002;Puntarenas;Limón;37;3;3,8
17/2/2018;Producto 0006;55;2730;Vendedor 003;Guanacaste;Puntarenas;57;35;4,05
17/2/2018;Producto 0011;175;3446;Vendedor 003;Heredia;Limón;62;24;5,066666667
17/2/2018;Producto 0011;144;3446;Vendedor 002;Cartago;Puntarenas;50;22;3,35
17/2/2018;Producto 0016;91;2976;Vendedor 001;Guanacaste;Cartago;29;5;6,583333333
17/2/2018;Producto 0005;33;4691;Vendedor 002;Guanacaste;Alajuela;49;20;3,866666667
17/2/2018;Producto 0011;30;3446;Vendedor 004;San José;Alajuela;56;36;1,716666667
17/2/2018;Producto 0006;197;2730;Vendedor 003;Alajuela;Cartago;62;24;6,6
17/2/2018;Producto 0002;37;4680;Vendedor 004;Alajuela;Puntarenas;42;21;6,133333333
17/2/2018;Producto 0002;91;4680;Vendedor 005;San José;Guanacaste;53;28;1,166666667
17/2/2018;Producto 0012;228;3014;Vendedor 001;Puntarenas;Puntarenas;51;12;5,383333333
17/2/2018;Producto 0014;91;1522;Vendedor 002;Cartago;Guanacaste;51;15;1,9
17/2/2018;Producto 0005;160;4691;Vendedor 001;Heredia;Puntarenas;64;30;3,7
17/2/2018;Producto 0017;151;3438;Vendedor 003;Cartago;Heredia;57;24;3,966666667
17/2/2018;Producto 0005;11;4691;Vendedor 004;Guanacaste;Alajuela;49;13;2,233333333
18/2/2018;Producto 0001;111;1306;Vendedor 004;Heredia;Guanacaste;48;9;5,716666667
18/2/2018;Producto 0017;187;3438;Vendedor 002;Alajuela;Cartago;53;28;1,183333333
18/2/2018;Producto 0015;245;2950;Vendedor 005;Heredia;Heredia;46;11;5,883333333
18/2/2018;Producto 0009;144;1531;Vendedor 002;Heredia;San José;26;3;6,516666667
18/2/2018;Producto 0019;232;4584;Vendedor 005;Limón;San José;46;17;2,083333333
18/2/2018;Producto 0007;153;3299;Vendedor 005;Puntarenas;Guanacaste;25;3;5,016666667
18/2/2018;Producto 0014;234;1522;Vendedor 003;Guanacaste;Cartago;75;35;4,866666667
18/2/2018;Producto 0009;64;1531;Vendedor 004;Guanacaste;Guanacaste;33;7;0,383333333
18/2/2018;Producto 0001;238;1306;Vendedor 001;Alajuela;Alajuela;41;7;3,483333333
18/2/2018;Producto 0017;96;3438;Vendedor 004;Puntarenas;Heredia;42;3;6,1
18/2/2018;Producto 0012;86;3014;Vendedor 004;Limón;Alajuela;52;23;2,733333333
18/2/2018;Producto 0010;113;3359;Vendedor 002;Cartago;Alajuela;35;13;6,933333333
18/2/2018;Producto 0015;64;2950;Vendedor 005;San José;Limón;29;9;6,033333333
18/2/2018;Producto 0010;166;3359;Vendedor 004;San José;Puntarenas;49;28;1,983333333
18/2/2018;Producto 0008;142;4429;Vendedor 002;Cartago;Puntarenas;68;32;6,383333333
18/2/2018;Producto 0007;162;3299;Vendedor 001;Limón;Limón;40;12;4,433333333
18/2/2018;Producto 0015;178;2950;Vendedor 002;Puntarenas;Cartago;67;26;2,983333333
18/2/2018;Producto 0002;149;4680;Vendedor 003;Alajuela;Alajuela;44;4;5
18/2/2018;Producto 0004;15;4077;Vendedor 001;Heredia;San José;62;25;4,983333333
18/2/2018;Producto 0015;199;2950;Vendedor 005;Heredia;Guanacaste;43;10;1,85
18/2/2018;Producto 0007;58;3299;Vendedor 002;Puntarenas;San José;56;36;5,4
18/2/2018;Producto 0006;61;2730;Vendedor 005;San José;Alajuela;39;13;6,3
18/2/2018;Producto 0004;173;4077;Vendedor 002;Alajuela;Guanacaste;56;22;2,916666667
18/2/2018;Producto 0013;59;3411;Vendedor 003;Alajuela;Alajuela;71;38;5,566666667
18/2/2018;Producto 0018;92;2444;Vendedor 004;Alajuela;Limón;48;25;6,05
18/2/2018;Producto 0018;102;2444;Vendedor 002;Cartago;Limón;23;3;0,6
18/2/2018;Producto 0018;206;2444;Vendedor 002;Heredia;Puntarenas;54;21;2,25
18/2/2018;Producto 0005;111;4691;Vendedor 005;San José;Limón;48;19;1,733333333
18/2/2018;Producto 0010;18;3359;Vendedor 001;Puntarenas;Cartago;50;27;3,466666667
18/2/2018;Producto 0005;109;4691;Vendedor 001;Guanacaste;Heredia;54;27;4,2
18/2/2018;Producto 0007;201;3299;Vendedor 003;Cartago;Cartago;40;12;5
18/2/2018;Producto 0004;222;4077;Vendedor 002;Puntarenas;Limón;71;31;6,483333333
18/2/2018;Producto 0020;71;2235;Vendedor 001;Guanacaste;Alajuela;71;34;1,933333333
18/2/2018;Producto 0001;1;1306;Vendedor 005;Limón;San José;68;36;0,433333333
18/2/2018;Producto 0014;110;1522;Vendedor 005;Limón;Guanacaste;65;29;3,2
18/2/2018;Producto 0008;14;4429;Vendedor 001;Puntarenas;Alajuela;52;30;3,366666667
18/2/2018;Producto 0004;64;4077;Vendedor 003;Guanacaste;Limón;47;22;0,85
18/2/2018;Producto 0012;206;3014;Vendedor 002;Puntarenas;Cartago;57;18;5,983333333
18/2/2018;Producto 0014;80;1522;Vendedor 002;Puntarenas;Alajuela;55;27;3,15
18/2/2018;Producto 0001;211;1306;Vendedor 002;Heredia;Limón;64;29;0,65
18/2/2018;Producto 0008;103;4429;Vendedor 002;Alajuela;Guanacaste;30;1;5,216666667
18/2/2018;Producto 0003;128;2286;Vendedor 003;Limón;Alajuela;39;6;6,466666667
18/2/2018;Producto 0004;154;4077;Vendedor 004;Cartago;Alajuela;35;17;1,316666667
18/2/2018;Producto 0015;214;2950;Vendedor 003;Cartago;Guanacaste;57;35;6,083333333
18/2/2018;Producto 0015;198;2950;Vendedor 005;Alajuela;Alajuela;57;32;1,883333333
18/2/2018;Producto 0001;210;1306;Vendedor 005;Heredia;Cartago;46;6;4,116666667
19/2/2018;Producto 0011;71;3446;Vendedor 002;Heredia;San José;44;7;0,35
19/2/2018;Producto 0013;82;3411;Vendedor 002;Puntarenas;Heredia;50;15;6,9
19/2/2018;Producto 0005;37;4691;Vendedor 003;San José;Cartago;53;14;4,833333333
19/2/2018;Producto 0013;153;3411;Vendedor 002;San José;Puntarenas;34;6;3,2
19/2/2018;Producto 0014;83;1522;Vendedor 002;Cartago;Alajuela;61;35;0,55
19/2/2018;Producto 0013;139;3411;Vendedor 002;Puntarenas;Guanacaste;59;24;2,483333333
19/2/2018;Producto 0004;130;4077;Vendedor 001;Guanacaste;Alajuela;42;17;1,633333333
19/2/2018;Producto 0016;48;2976;Vendedor 001;San José;Cartago;66;28;1,216666667
19/2/2018;Producto 0001;197;1306;Vendedor 004;Limón;Cartago;66;31;3,9
19/2/2018;Producto 0002;139;4680;Vendedor 001;Alajuela;San José;46;15;5,25
19/2/2018;Producto 0009;146;1531;Vendedor 003;Guanacaste;Puntarenas;63;23;0,433333333
19/2/2018;Producto 0009;248;1531;Vendedor 004;Heredia;Guanacaste;57;36;3,6
19/2/2018;Producto 0015;204;2950;Vendedor 001;San José;Heredia;35;6;4,966666667
19/2/2018;Producto 0013;215;3411;Vendedor 003;Limón;Guanacaste;48;10;1,533333333
19/2/2018;Producto 0001;197;1306;Vendedor 004;Alajuela;Limón;46;12;2,483333333
19/2/2018;Producto 0003;99;2286;Vendedor 003;Alajuela;Cartago;53;21;3,916666667
19/2/2018;Producto 0015;249;2950;Vendedor 001;Puntarenas;Cartago;41;15;4,25
19/2/2018;Producto 0007;70;3299;Vendedor 005;Limón;Puntarenas;27;4;5,066666667
19/2/2018;Producto 0002;164;4680;Vendedor 002;Alajuela;Guanacaste;73;36;5,15
19/2/2018;Producto 0012;137;3014;Vendedor 002;Alajuela;Puntarenas;72;38;6,55
19/2/2018;Producto 0005;114;4691;Vendedor 002;Alajuela;Puntarenas;31;8;3,566666667
19/2/2018;Producto 0020;29;2235;Vendedor 001;Alajuela;Limón;47;18;4,65
19/2/2018;Producto 0009;96;1531;Vendedor 001;Heredia;Guanacaste;53;17;6,25
19/2/2018;Producto 0015;160;2950;Vendedor 002;Heredia;San José;46;7;1,216666667
19/2/2018;Producto 0002;5;4680;Vendedor 004;Alajuela;Limón;59;28;0,433333333
19/2/2018;Producto 0011;178;3446;Vendedor 002;San José;Limón;26;8;1,866666667
19/2/2018;Producto 0014;153;1522;Vendedor 002;San José;Puntarenas;51;15;1,333333333
19/2/2018;Producto 0006;180;2730;Vendedor 001;Alajuela;Cartago;30;4;5,833333333
19/2/2018;Producto 0007;27;3299;Vendedor 005;Cartago;Guanacaste;29;10;5,783333333
19/2/2018;Producto 0020;229;2235;Vendedor 001;Cartago;Heredia;59;23;5,616666667
19/2/2018;Producto 0005;191;4691;Vendedor 004;Puntarenas;Cartago;54;24;2,75
19/2/2018;Producto 0018;49;2444;Vendedor 004;Cartago;Alajuela;56;33;2,5
19/2/2018;Producto 0018;120;2444;Vendedor 002;Alajuela;Guanacaste;48;18;4,866666667
19/2/2018;Producto 0010;104;3359;Vendedor 004;Guanacaste;Cartago;34;5;5,583333333
19/2/2018;Producto 0018;154;2444;Vendedor 001;Heredia;San José;36;10;2,466666667
19/2/2018;Producto 0017;176;3438;Vendedor 004;San José;Alajuela;50;23;3,083333333
19/2/2018;Producto 0007;158;3299;Vendedor 001;Limón;Heredia;31;11;5,733333333
19/2/2018;Producto 0016;246;2976;Vendedor 001;Heredia;Alajuela;38;18;4,55
19/2/2018;Producto 0013;215;3411;Vendedor 002;Cartago;San José;35;9;2,733333333
19/2/2018;Producto 0009;10;1531;Vendedor 003;Alajuela;Limón;65;30;3,85
19/2/2018;Producto 0003;36;2286;Vendedor 004;Heredia;Guanacaste;47;29;3,433333333
19/2/2018;Producto 0010;206;3359;Vendedor 004;Alajuela;Heredia;37;2;5,816666667
19/2/2018;Producto 0018;92;2444;Vendedor 005;San José;Limón;48;10;3,733333333
19/2/2018;Producto 0010;160;3359;Vendedor 002;Guanacaste;Heredia;30;2;1,333333333
19/2/2018;Producto 0012;222;3014;Vendedor 005;Alajuela;Alajuela;34;3;2,383333333
19/2/2018;Producto 0016;137;2976;Vendedor 003;Guanacaste;Alajuela;48;13;4,75
19/2/2018;Producto 0020;221;2235;Vendedor 001;Puntarenas;Cartago;60;35;4,05
19/2/2018;Producto 0010;140;3359;Vendedor 005;Limón;Alajuela;51;16;1,7
19/2/2018;Producto 0013;110;3411;Vendedor 002;Heredia;Heredia;46;6;3,166666667
19/2/2018;Producto 0012;212;3014;Vendedor 002;Cartago;Alajuela;37;8;1,75
19/2/2018;Producto 0007;68;3299;Vendedor 001;Puntarenas;Limón;63;25;2,466666667
19/2/2018;Producto 0004;126;4077;Vendedor 002;San José;Heredia;41;15;2,7
19/2/2018;Producto 0002;155;4680;Vendedor 004;Guanacaste;Limón;54;14;6,3
20/2/2018;Producto 0002;129;4680;Vendedor 004;Guanacaste;Puntarenas;64;35;4,05
20/2/2018;Producto 0002;29;4680;Vendedor 001;San José;Puntarenas;61;35;4,166666667
20/2/2018;Producto 0005;58;4691;Vendedor 003;Puntarenas;Cartago;66;37;1,7
20/2/2018;Producto 0001;66;1306;Vendedor 002;Limón;Heredia;66;28;0,5
20/2/2018;Producto 0014;200;1522;Vendedor 004;Heredia;Alajuela;44;25;0,383333333
20/2/2018;Producto 0014;12;1522;Vendedor 001;Alajuela;Alajuela;48;29;4,283333333
20/2/2018;Producto 0012;43;3014;Vendedor 005;Alajuela;Alajuela;61;36;4,25
20/2/2018;Producto 0010;101;3359;Vendedor 005;Guanacaste;Heredia;52;20;4,15
20/2/2018;Producto 0017;124;3438;Vendedor 005;Puntarenas;Cartago;47;28;2,366666667
20/2/2018;Producto 0008;174;4429;Vendedor 003;Puntarenas;San José;54;29;1,916666667
20/2/2018;Producto 0001;46;1306;Vendedor 002;Alajuela;Limón;57;26;4,016666667
20/2/2018;Producto 0002;103;4680;Vendedor 003;Cartago;Alajuela;52;34;4,05
20/2/2018;Producto 0009;2;1531;Vendedor 004;Puntarenas;San José;53;33;6,6
20/2/2018;Producto 0010;40;3359;Vendedor 002;Guanacaste;Heredia;70;36;2,166666667
20/2/2018;Producto 0014;57;1522;Vendedor 003;Limón;Limón;38;11;0,3
20/2/2018;Producto 0002;242;4680;Vendedor 003;Alajuela;San José;43;4;3,783333333
20/2/2018;Producto 0006;173;2730;Vendedor 001;Heredia;Guanacaste;50;19;5,383333333
20/2/2018;Producto 0007;170;3299;Vendedor 001;Heredia;Alajuela;64;29;0,683333333
20/2/2018;Producto 0011;201;3446;Vendedor 003;Guanacaste;Guanacaste;25;3;2,816666667
20/2/2018;Producto 0017;138;3438;Vendedor 002;Puntarenas;Cartago;60;31;6,75
20/2/2018;Producto 0009;51;1531;Vendedor 003;San José;Alajuela;47;11;0,8
20/2/2018;Producto 0016;114;2976;Vendedor 002;Heredia;San José;69;32;6,533333333
20/2/2018;Producto 0015;50;2950;Vendedor 001;Cartago;Heredia;29;6;6,216666667
20/2/2018;Producto 0012;48;3014;Vendedor 002;Limón;Puntarenas;70;32;0,9
20/2/2018;Producto 0018;47;2444;Vendedor 001;Cartago;San José;42;8;2,5
20/2/2018;Producto 0015;24;2950;Vendedor 001;Puntarenas;Heredia;53;27;2,716666667
20/2/2018;Producto 0016;100;2976;Vendedor 004;Limón;Heredia;52;19;4,9
20/2/2018;Producto 0015;99;2950;Vendedor 003;Puntarenas;Alajuela;64;26;0,4
20/2/2018;Producto 0017;224;3438;Vendedor 004;Alajuela;Limón;48;12;3,533333333
20/2/2018;Producto 0003;232;2286;Vendedor 004;Guanacaste;Alajuela;48;12;4,716666667
20/2/2018;Producto 0018;182;2444;Vendedor 004;Cartago;Alajuela;40;8;0,466666667
20/2/2018;Producto 0011;53;3446;Vendedor 003;Limón;Puntarenas;47;14;5,166666667
20/2/2018;Producto 0007;79;3299;Vendedor 004;Puntarenas;San José;34;3;2,666666667
20/2/2018;Producto 0004;27;4077;Vendedor 002;Alajuela;San José;35;9;0,466666667
20/2/2018;Producto 0020;235;2235;Vendedor 003;Heredia;Heredia;55;27;5,433333333
20/2/2018;Producto 0019;59;4584;Vendedor 005;Heredia;Puntarenas;60;28;5,466666667
20/2/2018;Producto 0015;134;2950;Vendedor 004;Heredia;San José;46;11;3,766666667
20/2/2018;Producto 0014;147;1522;Vendedor 004;Puntarenas;Cartago;52;18;2,283333333
20/2/2018;Producto 0013;115;3411;Vendedor 001;Guanacaste;Limón;61;30;3,2
20/2/2018;Producto 0010;77;3359;Vendedor 003;Heredia;Cartago;64;28;5,933333333
20/2/2018;Producto 0014;70;1522;Vendedor 003;Puntarenas;Limón;53;15;0,45
20/2/2018;Producto 0003;225;2286;Vendedor 004;Limón;Heredia;57;17;3,133333333
20/2/2018;Producto 0010;139;3359;Vendedor 004;Puntarenas;Guanacaste;49;12;6,133333333
20/2/2018;Producto 0018;100;2444;Vendedor 003;Heredia;Cartago;61;21;4,966666667
20/2/2018;Producto 0010;219;3359;Vendedor 003;San José;Limón;41;6;0,55
20/2/2018;Producto 0005;78;4691;Vendedor 004;San José;Puntarenas;40;9;2,016666667
20/2/2018;Producto 0005;142;4691;Vendedor 005;Guanacaste;Cartago;38;5;2,366666667
20/2/2018;Producto 0014;73;1522;Vendedor 004;Heredia;Guanacaste;48;28;6,183333333
21/2/2018;Producto 0015;242;2950;Vendedor 002;Heredia;Puntarenas;58;20;0,583333333
21/2/2018;Producto 0011;151;3446;Vendedor 002;San José;Cartago;74;38;6,666666667
21/2/2018;Producto 0001;159;1306;Vendedor 001;San José;Puntarenas;48;12;5,683333333
21/2/2018;Producto 0001;50;1306;Vendedor 001;Guanacaste;Guanacaste;57;24;6,383333333
21/2/2018;Producto 0011;50;3446;Vendedor 001;Heredia;Limón;35;11;4,416666667
21/2/2018;Producto 0020;41;2235;Vendedor 002;Limón;Limón;49;9;3,983333333
21/2/2018;Producto 0020;150;2235;Vendedor 003;Alajuela;Alajuela;41;10;4,4
21/2/2018;Producto 0007;130;3299;Vendedor 001;Heredia;Cartago;38;3;0,466666667
21/2/2018;Producto 0011;121;3446;Vendedor 003;Guanacaste;Heredia;78;37;5,116666667
21/2/2018;Producto 0014;241;1522;Vendedor 005;Puntarenas;Cartago;35;5;2,283333333
21/2/2018;Producto 0005;118;4691;Vendedor 005;Heredia;San José;46;28;6,95
21/2/2018;Producto 0008;125;4429;Vendedor 005;Cartago;Heredia;40;15;1,383333333
21/2/2018;Producto 0002;40;4680;Vendedor 005;Puntarenas;Cartago;64;35;6,683333333
21/2/2018;Producto 0007;30;3299;Vendedor 003;Alajuela;Heredia;53;34;5,2
21/2/2018;Producto 0008;78;4429;Vendedor 005;Alajuela;Guanacaste;55;32;1,05
21/2/2018;Producto 0008;52;4429;Vendedor 003;Alajuela;Cartago;39;2;2,15
21/2/2018;Producto 0008;2;4429;Vendedor 002;San José;San José;56;25;4,566666667
21/2/2018;Producto 0012;229;3014;Vendedor 005;Limón;Guanacaste;51;18;5,8
21/2/2018;Producto 0001;46;1306;Vendedor 002;Puntarenas;Cartago;49;10;5,333333333
21/2/2018;Producto 0020;241;2235;Vendedor 004;Guanacaste;Puntarenas;34;1;5,116666667
21/2/2018;Producto 0013;115;3411;Vendedor 002;Alajuela;Alajuela;26;7;6,083333333
21/2/2018;Producto 0016;190;2976;Vendedor 004;Alajuela;Limón;37;10;2,566666667
21/2/2018;Producto 0011;168;3446;Vendedor 004;Guanacaste;San José;27;1;3,166666667
21/2/2018;Producto 0007;60;3299;Vendedor 001;Heredia;San José;55;31;5,216666667
21/2/2018;Producto 0014;166;1522;Vendedor 003;Puntarenas;Alajuela;70;30;1,583333333
21/2/2018;Producto 0019;229;4584;Vendedor 004;Limón;Puntarenas;27;5;5,866666667
21/2/2018;Producto 0005;133;4691;Vendedor 001;Guanacaste;Limón;55;37;5,733333333
21/2/2018;Producto 0009;67;1531;Vendedor 003;Puntarenas;San José;66;27;1,433333333
21/2/2018;Producto 0003;142;2286;Vendedor 004;Heredia;Guanacaste;36;12;0,8
